计费对象,产品名称,产品到期时间,状态,停机类型,客户编号,用户类型,客户等级,网络类型,业务备注,收费类型,入网时间,渠道名称,网格序号
ys0057689,宽带4M产品,2/17/2018,正使用,正常,c10003596413,新用户,5星ABD客户,农网用户,EOC接入,普通,1/14/2014, , 
ys0082333,宽带10M产品,2/14/2017,正使用,正常,c10003597799,新用户,5星ABD客户,城网用户,EOC接入,普通,2/8/2015, , 
ys0085291,宽带4M产品,6/15/2017,正使用,正常,c10003611647,新用户,5星ABD客户,城网用户,EOC接入,普通,4/20/2015, , 
ys0096069,宽带10M产品,1/21/2018,正使用,正常,c10003611783,新用户,5星ABD客户,城网用户,EOC接入,广电系统,10/25/2015, , 
ys0077903,宽带10M产品,12/13/2017,正使用,正常,c10003611835,新用户,5星ABD客户,城网用户,EOC接入,普通,12/5/2014, , 
ys0026125,宽带10M产品,5/3/2017,正使用,正常,c10003611842,新用户,5星ABD客户,城网用户,EOC接入,普通,5/23/2012, , 
ys0080979,宽带10M产品,1/25/2018,正使用,正常,c10003616197,新用户,5星ABD客户,城网用户,EOC接入,普通,1/19/2015, , 
ys0078646,宽带4M产品,12/16/2015,已停用,客户报停,c10003616236,新用户,3星AB客户,城网用户,EOC接入,普通,12/17/2014, , 
ys0065550,宽带10M产品,5/3/2017,正使用,正常,c10003616974,新用户,5星ABD客户,城网用户,EOC接入,普通,5/4/2014, , 
ys0085379,宽带4M产品,10/4/2017,已停用,客户报停,c10003628690,新用户,3星AB客户,城网用户,LAN接入,普通,4/21/2015, , 
ys0070730,宽带10M产品,7/25/2017,正使用,正常,c10003651969,新用户,5星ABD客户,城网用户,EOC接入,广电系统,7/26/2014, , 
ys0028839,宽带10M产品,12/29/2016,已停用,欠费停机,c10006414040,新用户,1星A客户,城网用户,LAN接入,普通,8/9/2012, , 
ys0044550,宽带10M产品,7/25/2017,正使用,正常,c10003652422,新用户,5星ABD客户,城网用户,EOC接入,农网居民,7/26/2013, , 
ys0033221,宽带10M产品,1/29/2018,正使用,正常,c10003652983,新用户,5星ABD客户,城网用户,EOC接入,普通,12/5/2012, , 
ys0079492,宽带10M产品,1/3/2018,正使用,正常,c10003653098,新用户,5星ABD客户,城网用户,EOC接入,农网居民,12/30/2014, , 
ys0080910,宽带10M产品,6/26/2017,正使用,正常,c10003653180,新用户,5星ABD客户,城网用户,LAN接入,普通,1/19/2015, , 
ys0076591,宽带10M产品,3/14/2017,正使用,正常,c10003653757,新用户,5星ABD客户,城网用户,EOC接入,普通,11/15/2014, , 
ys0072876,宽带10M产品,10/6/2017,正使用,正常,c10003654151,新用户,5星ABD客户,农网用户,EOC接入,普通,9/4/2014, , 
ys0058242,宽带10M产品,1/25/2018,正使用,正常,c10003654275,新用户,5星ABD客户,城网用户,EOC接入,普通,1/18/2014, , 
ys0096977,宽带10M产品,2/3/2018,正使用,正常,c10003670606,新用户,5星ABD客户,城网用户,EOC接入,普通,11/8/2015, , 
ys0065221,宽带10M产品,1/28/2018,正使用,正常,c10003670726,新用户,5星ABD客户,城网用户,EOC接入,普通,4/28/2014, , 
ys0024814,宽带10M产品,2/19/2018,正使用,正常,c10003670777,新用户,5星ABD客户,城网用户,EOC接入,普通,4/5/2012, , 
ys0077450,宽带10M产品,12/1/2017,正使用,正常,c10003670848,新用户,5星ABD客户,城网用户,EOC接入,普通,11/28/2014, , 
ys0019711,宽带10M产品,3/7/2018,正使用,正常,c10003682063,宽带续费用户,5星ABD客户,城网用户,EOC接入,普通,10/21/2011, , 
ys0085296,宽带4M产品,6/15/2017,正使用,正常,c10003686957,新用户,5星ABD客户,城网用户,EOC接入,普通,4/20/2015, , 
ys0016470,宽带10M产品,12/31/2017,正使用,正常,c10003687036,新用户,5星ABD客户,城网用户,EOC接入,广电系统,6/19/2011, , 
ys0014432,宽带2M产品,6/25/2014,已停用,客户报停,c10003687059,新用户,VIP商业个人客户,城网用户,EOC接入,普通,4/7/2011, , 
ys0128073,宽带10M产品,12/31/2017,正使用,正常,c10003688498,新用户,5星ABD客户,城网用户,EOC接入,普通,1/1/2017, , 
ys0085289,宽带4M产品,6/23/2017,正使用,正常,c10003694978,新用户,5星ABD客户,城网用户,EOC接入,普通,4/20/2015, , 
ys0079369,宽带10M产品,12/29/2016,已停用,欠费停机,c10006637362,新用户,离线,城网用户,EOC接入,普通,12/29/2014, , 
ys0051269,宽带10M产品,11/2/2017,正使用,正常,c10003709434,新用户,5星ABD客户,城网用户,EOC接入,普通,11/2/2013, , 
ys0043840,宽带10M产品,6/27/2017,正使用,正常,c10003709480,新用户,5星ABD客户,城网用户,EOC接入,普通,7/12/2013, , 
ys0081348,宽带10M产品,5/7/2017,正使用,正常,c10003709587,新用户,5星ABD客户,城网用户,EOC接入,普通,1/24/2015, , 
ys0023176,宽带10M产品,1/18/2018,正使用,正常,c10003709600,新用户,5星ABD客户,城网用户,EOC接入,普通,2/12/2012, , 
ys0024869,宽带10M产品,4/25/2017,正使用,正常,c10003710911,新用户,5星ABD客户,城网用户,EOC接入,普通,4/6/2012, , 
ys0084828,宽带10M产品,4/7/2017,正使用,正常,c10003717658,新用户,5星ABD客户,城网用户,EOC接入,普通,4/8/2015, , 
ys0094303,宽带4M产品,9/29/2017,正使用,正常,c10003719111,新用户,5星ABD客户,农网用户,EOC接入,普通,9/30/2015, , 
ys0012475,宽带10M产品,6/27/2017,正使用,正常,c10003719149,新用户,5星ABD客户,农网用户,EOC接入,普通,2/13/2011, , 
ys0081132,宽带10M产品,1/20/2018,正使用,正常,c10003720768,新用户,5星ABD客户,农网用户,EOC接入,普通,1/21/2015, , 
ys0023239,宽带10M产品,1/20/2018,正使用,正常,c10003720815,新用户,5星ABD客户,农网用户,EOC接入,普通,2/13/2012, , 
ys0097279,宽带10M产品,2/7/2018,正使用,正常,c10003720862,新用户,1星A客户,农网用户,EOC接入,普通,11/12/2015, , 
ys0036316,宽带10M产品,2/14/2017,正使用,正常,c10003721750,新用户,5星ABD客户,农网用户,EOC接入,普通,2/6/2013, , 
ys0061453,宽带10M产品,12/9/2017,正使用,正常,c10003721828,新用户,5星ABD客户,农网用户,EOC接入,普通,2/26/2014, , 
ys0018875,宽带10M产品,3/25/2018,正使用,正常,c10003722062,新用户,5星ABD客户,农网用户,EOC接入,普通,9/14/2011, , 
ys0094930,宽带10M产品,10/11/2017,正使用,正常,c10003722141,新用户,5星ABD客户,农网用户,EOC接入,普通,10/9/2015, , 
ys0067326,宽带10M产品,10/24/2017,正使用,正常,c10003722434,新用户,5星ABD客户,农网用户,EOC接入,普通,6/6/2014, , 
ys0077751,宽带10M产品,6/29/2017,正使用,正常,c10003722457,新用户,5星ABD客户,农网用户,EOC接入,普通,12/3/2014, , 
ys0079442,宽带10M产品,12/30/2016,已停用,欠费停机,c10002450676,新用户,离线,城网用户,EOC接入,普通,12/30/2014, , 
ys0056096,宽带10M产品,1/31/2018,正使用,正常,c10003722602,新用户,5星ABD客户,城网用户,EOC接入,普通,12/30/2013, , 
ys0065258,宽带10M产品,1/19/2018,正使用,正常,c10003733272,新用户,5星ABD客户,城网用户,EOC接入,普通,4/28/2014, , 
ys0066696,宽带10M产品,12/30/2016,已停用,欠费停机,c10002462125,新用户,离线,城网用户,EOC接入,普通,5/28/2014, , 
ys0077656,宽带10M产品,1/1/2018,正使用,正常,c10003735612,新用户,5星ABD客户,城网用户,EOC接入,普通,12/2/2014, , 
ys0080052,宽带10M产品,1/13/2018,正使用,正常,c10003737713,新用户,5星ABD客户,城网用户,EOC接入,普通,1/7/2015, , 
ys0025608,宽带2M产品,2/23/2016,已停用,客户报停,c10003738255,新用户,离线,农网用户,EOC接入,普通,5/4/2012, , 
ys0021927,宽带10M产品,11/4/2017,正使用,正常,c10003738348,新用户,5星ABD客户,农网用户,EOC接入,普通,12/31/2011, , 
ys0077582,宽带10M产品,5/4/2017,正使用,正常,c10003738382,新用户,5星ABD客户,农网用户,EOC接入,普通,12/1/2014, , 
ys0122767,宽带10M产品,10/31/2017,正使用,正常,c10003738411,新用户,5星ABD客户,农网用户,EOC接入,农网居民,11/1/2016, , 
ys0034443,宽带10M产品,5/8/2017,正使用,正常,c10003738487,新用户,5星ABD客户,城网用户,EOC接入,普通,1/8/2013, , 
ys0023384,宽带10M产品,2/11/2017,正使用,正常,c10003745253,新用户,3星AD客户,农网用户,EOC接入,普通,2/16/2012, , 
ys0070815,宽带10M产品,3/28/2017,正使用,正常,c10003745375,新用户,5星ABD客户,农网用户,EOC接入,普通,7/28/2014, , 
ys0082744,宽带10M产品,3/25/2017,正使用,正常,c10003745383,新用户,5星ABD客户,农网用户,EOC接入,普通,2/14/2015, , 
ys0052695,宽带4M产品,4/18/2017,正使用,正常,c10003745411,新用户,3星AD客户,农网用户,EOC接入,普通,11/19/2013, , 
ys0126515,宽带10M产品,12/13/2017,正使用,正常,c10003745590,新用户,5星ABD客户,农网用户,EOC接入,农网居民,12/14/2016, , 
ys0111043,宽带10M产品,5/22/2017,正使用,正常,c10003745595,新用户,5星ABD客户,农网用户,EOC接入,普通,5/23/2016, , 
ys0039113,宽带10M产品,5/8/2017,正使用,正常,c10003745792,新用户,5星ABD客户,农网用户,EOC接入,普通,4/20/2013, , 
ys0095793,宽带10M产品,1/19/2018,正使用,正常,c10003745797,新用户,5星ABD客户,农网用户,EOC接入,普通,10/20/2015, , 
ys0080105,宽带10M产品,1/6/2018,正使用,正常,c10003747104,新用户,5星ABD客户,城网用户,EOC接入,普通,1/7/2015, , 
ys0072711,宽带10M产品,10/1/2017,正使用,正常,c10003748360,新用户,5星ABD客户,城网用户,EOC接入,农网居民,9/1/2014, , 
ys0130918,宽带10M产品,1/22/2018,正使用,正常,c10003749922,新用户,5星ABD客户,农网用户,LAN接入,普通,1/23/2017, , 
ys0076003,宽带10M产品,12/14/2017,正使用,正常,c10003750669,新用户,5星ABD客户,农网用户,EOC接入,普通,11/6/2014, , 
ys0062735,宽带10M产品,4/2/2017,正使用,正常,c10003750968,新用户,5星ABD客户,城网用户,EOC接入,广电系统,3/16/2014, , 
ys0124516,宽带10M产品,11/19/2017,正使用,正常,c10003751598,新用户,5星ABD客户,农网用户,EOC接入,普通,11/20/2016, , 
ys0027725,宽带10M产品,8/13/2017,正使用,正常,c10003755148,新用户,1星D客户,农网用户,EOC接入,普通,7/9/2012, , 
ys0049848,宽带4M产品,5/20/2017,正使用,正常,c10003756439,新用户,5星ABD客户,农网用户,EOC接入,广电系统,10/15/2013, , 
ys0087548,宽带10M产品,6/5/2017,正使用,正常,c10003756579,新用户,5星ABD客户,农网用户,EOC接入,普通,6/2/2015, , 
ys0036798,宽带10M产品,8/29/2017,正使用,正常,c10003756615,新用户,5星ABD客户,农网用户,EOC接入,普通,2/28/2013, , 
ys0063523,宽带10M产品,12/30/2016,已停用,欠费停机,c10003973781,新用户,1星A客户,农网用户,EOC接入,普通,3/28/2014, , 
ys0071701,宽带10M产品,11/9/2017,正使用,正常,c10003761310,新用户,5星ABD客户,城网用户,EOC接入,普通,8/12/2014, , 
ys0063206,宽带4M产品,7/27/2017,正使用,正常,c10003765042,新用户,5星ABD客户,农网用户,EOC接入,农网居民,3/24/2014, , 
ys0071742,宽带10M产品,3/16/2017,正使用,正常,c10003765170,新用户,5星ABD客户,农网用户,EOC接入,普通,8/13/2014, , 
ys0111211,宽带10M产品,6/24/2017,正使用,正常,c10003765291,新用户,5星ABD客户,农网用户,EOC接入,普通,5/25/2016, , 
ys0069411,宽带10M产品,11/30/2017,正使用,正常,c10003765430,新用户,5星ABD客户,农网用户,EOC接入,普通,7/4/2014, , 
ys0036276,宽带10M产品,8/9/2017,正使用,正常,c10003765461,新用户,5星ABD客户,城网用户,EOC接入,农网居民,2/6/2013, , 
ys0079093,宽带10M产品,12/24/2017,正使用,正常,c10003765925,新用户,5星ABD客户,农网用户,EOC接入,普通,12/24/2014, , 
ys0021638,宽带10M产品,11/6/2017,正使用,正常,c10003765969,新用户,5星ABD客户,农网用户,EOC接入,普通,12/26/2011, , 
ys0087239,宽带10M产品,5/25/2017,正使用,正常,c10003766129,新用户,5星ABD客户,农网用户,EOC接入,普通,5/26/2015, , 
ys0068805,宽带10M产品,5/16/2017,正使用,正常,c10003766490,新用户,5星ABD客户,农网用户,EOC接入,普通,6/27/2014, , 
ys0079580,宽带4M产品,9/26/2017,正使用,正常,c10003766766,新用户,3星AD客户,农网用户,EOC接入,普通,1/1/2015, , 
ys0025282,宽带10M产品,10/13/2017,正使用,正常,c10003770723,新用户,5星ABD客户,农网用户,EOC接入,广电系统,4/21/2012, , 
ys0046228,宽带10M产品,3/17/2017,正使用,正常,c10003770912,新用户,5星ABD客户,农网用户,EOC接入,普通,8/25/2013, , 
ys0051264,宽带10M产品,7/19/2017,正使用,正常,c10003771006,新用户,5星ABD客户,农网用户,EOC接入,普通,11/2/2013, , 
ys0032760,宽带4M产品,12/14/2017,已停用,客户报停,c10003771057,新用户,3星AB客户,城网用户,EOC接入,普通,11/21/2012, , 
ys0080354,宽带10M产品,6/24/2017,正使用,正常,c10003771091,新用户,5星ABD客户,农网用户,EOC接入,普通,1/11/2015, , 
ys0018057,宽带10M产品,4/8/2017,正使用,正常,c10003771183,新用户,5星ABD客户,农网用户,EOC接入,普通,8/8/2011, , 
ys0049954,宽带10M产品,10/15/2017,正使用,正常,c10003771231,新用户,5星ABD客户,城网用户,EOC接入,普通,10/16/2013, , 
ys0114114,宽带4M产品,7/10/2017,正使用,正常,c10003771284,新用户,5星ABD客户,农网用户,EOC接入,普通,7/11/2016, , 
ys0079166,宽带10M产品,1/16/2018,正使用,正常,c10003771323,新用户,5星ABD客户,农网用户,EOC接入,普通,12/25/2014, , 
ys0039213,宽带4M产品,12/30/2016,已停用,欠费停机,c10006803342,新用户,离线,城网用户,EOC接入,普通,4/23/2013, , 
ys0044349,宽带10M产品,2/17/2017,正使用,正常,c10003771461,新用户,5星ABD客户,农网用户,EOC接入,普通,7/21/2013, , 
ys0037266,宽带10M产品,4/27/2017,正使用,正常,c10003773450,新用户,5星ABD客户,农网用户,LAN接入,普通,3/11/2013, , 
ys0030552,宽带10M产品,2/4/2018,正使用,正常,c10003773453,新用户,5星ABD客户,农网用户,EOC接入,农网居民,9/27/2012, , 
ys0063125,宽带10M产品,8/27/2017,正使用,正常,c10003773491,新用户,3星AD客户,农网用户,EOC接入,农网居民,3/22/2014, , 
ys0086272,宽带4M产品,5/7/2016,已停用,客户报停,c10003773506,新用户,离线,农网用户,EOC接入,普通,5/8/2015, , 
ys0079305,宽带10M产品,1/26/2018,正使用,正常,c10003775755,新用户,5星ABD客户,农网用户,EOC接入,普通,12/27/2014, , 
ys0064662,宽带10M产品,9/11/2017,正使用,正常,c10003778865,新用户,5星ABD客户,农网用户,EOC接入,农网居民,4/17/2014, , 
ys0025044,宽带10M产品,8/3/2017,正使用,正常,c10003778937,新用户,5星ABD客户,农网用户,EOC接入,普通,4/12/2012, , 
ys0036320,宽带10M产品,5/10/2017,正使用,正常,c10003778956,新用户,5星ABD客户,农网用户,EOC接入,普通,2/6/2013, , 
ys0028684,宽带10M产品,3/11/2018,正使用,正常,c10003782164,新用户,5星ABD客户,农网用户,EOC接入,普通,8/5/2012, , 
ys0030892,宽带10M产品,2/15/2017,正使用,正常,c10003782267,新用户,5星ABD客户,农网用户,EOC接入,普通,10/8/2012, , 
ys0041720,宽带4M产品,10/28/2017,正使用,正常,c10003783159,新用户,5星ABD客户,农网用户,LAN接入,普通,6/9/2013, , 
ys0039726,宽带10M产品,9/20/2017,正使用,正常,c10003783639,新用户,5星ABD客户,农网用户,LAN接入,普通,5/3/2013, , 
ys0046453,宽带10M产品,1/2/2018,正使用,正常,c10003783906,新用户,5星ABD客户,城网用户,EOC接入,普通,8/28/2013, , 
ys0050128,宽带4M产品,12/30/2016,已停用,欠费停机,c10007039574,新用户,离线,农网用户,LAN接入,普通,10/18/2013, , 
ys0017461,宽带10M产品,7/8/2017,正使用,正常,c10003784123,新用户,5星ABD客户,农网用户,EOC接入,普通,7/18/2011, , 
ys0088210,宽带4M产品,10/28/2017,正使用,正常,c10003789660,新用户,5星ABD客户,农网用户,LAN接入,普通,6/16/2015, , 
ys0124945,宽带10M产品,11/25/2017,正使用,正常,c10003789692,新用户,5星ABD客户,城网用户,EOC接入,普通,11/26/2016, , 
ys0050315,宽带10M产品,5/2/2017,正使用,正常,c10003789720,新用户,5星ABD客户,农网用户,EOC接入,普通,10/21/2013, , 
ys0020327,宽带10M产品,9/23/2017,正使用,正常,c10003789796,新用户,5星ABD客户,农网用户,EOC接入,普通,11/15/2011, , 
ys0082872,宽带10M产品,2/16/2017,正使用,正常,c10003790097,新用户,5星ABD客户,农网用户,EOC接入,普通,2/16/2015, , 
ys0065192,宽带4M产品,4/26/2015,已停用,客户报停,c10003790271,新用户,1星A客户,农网用户,LAN接入,普通,4/27/2014, , 
ys0128338,宽带4M产品,1/2/2018,正使用,正常,c10003790406,新用户,5星ABD客户,农网用户,LAN接入,农网居民,1/3/2017, , 
ys0020422,宽带4M产品,7/5/2017,正使用,正常,c10003791919,新用户,5星ABD客户,城网用户,EOC接入,普通,11/18/2011, , 
ys0094996,宽带20M产品,12/1/2017,正使用,正常,c10003797202,新用户,5星ABD客户,城网用户,EOC接入,普通,10/10/2015, , 
ys0079238,宽带4M产品,6/13/2017,正使用,正常,c10003798461,新用户,5星ABD客户,城网用户,EOC接入,普通,12/26/2014, , 
ys0078872,宽带10M产品,12/21/2017,正使用,正常,c10003798658,新用户,5星ABD客户,农网用户,EOC接入,普通,12/20/2014, , 
ys0000632,宽带10M产品,11/15/2017,正使用,正常,c10003800937,新用户,5星ABD客户,城网用户,EOC接入,普通,3/30/2010, , 
ys0000634,宽带10M产品,2/17/2017,正使用,正常,c10003800982,新用户,1星D客户,农网用户,EOC接入,普通,3/30/2010, , 
ys0023380,宽带10M产品,7/7/2017,正使用,正常,c10003808942,新用户,5星ABD客户,城网用户,EOC接入,普通,2/16/2012, , 
ys0080439,宽带10M产品,1/18/2018,正使用,正常,c10003814234,新用户,5星ABD客户,农网用户,EOC接入,普通,1/12/2015, , 
ys0024411,宽带10M产品,5/10/2017,正使用,正常,c10003814328,新用户,5星ABD客户,城网用户,EOC接入,普通,3/20/2012, , 
ys0019076,宽带10M产品,6/26/2017,正使用,正常,c10003814349,新用户,5星ABD客户,城网用户,EOC接入,普通,9/22/2011, , 
ys0131348,宽带10M产品,1/25/2018,正使用,正常,c10003814479,新用户,5星ABD客户,城网用户,EOC接入,农网居民,1/26/2017, , 
ys0057042,宽带10M产品,6/26/2017,正使用,正常,c10003814499,新用户,5星ABD客户,城网用户,EOC接入,普通,1/7/2014, , 
ys0089317,宽带4M产品,10/28/2017,正使用,正常,c10003814560,新用户,5星ABD客户,农网用户,LAN接入,普通,7/6/2015, , 
ys0090221,宽带4M产品,10/28/2017,正使用,正常,c10003814565,新用户,5星ABD客户,农网用户,LAN接入,普通,7/24/2015, , 
ys0066137,宽带4M产品,10/28/2017,正使用,正常,c10003814589,新用户,5星ABD客户,农网用户,LAN接入,普通,5/16/2014, , 
